match_id,match_type,ball_type,status,start_datetime,city_id,city_name,ground_id,ground_name,tournament_id,tournament_name,tournament_category,tournament_round_id,tournament_round_name,team_a_id,team_a_name,team_a_summary,team_b_id,team_b_name,team_b_summary,toss_details,win_by,winning_team,match_result,is_dl,is_super_over,fetched_at
10272630,Limited Overs,TENNIS,past,2024-03-10T08:02:07.000Z,3003,Pune,587413,Smp Sports Arena,932462,CAPL - Season 1,,1791120,League Matches,6416756,TMO SHOOTERS,69/4,6412995,Charter Legends,35/6,Toss: TMO SHOOTERS opt to bat,34 runs,TMO SHOOTERS,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
10335763,Limited Overs,TENNIS,past,2024-03-15T12:33:36.000Z,3003,Pune,504523,Enfield Arena,942761,EPAM Box Cricket,,1803899,League Matches,6465511,Coding Mafia,47/6,6465129,Bug Builders,19/7,Toss: Bug Builders opt to field,28 runs,Coding Mafia,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
10335764,Limited Overs,TENNIS,past,2024-03-15T13:13:39.000Z,3003,Pune,504523,Enfield Arena,942761,EPAM Box Cricket,,1803899,League Matches,6466276,Warriors,25/6,6465511,Coding Mafia,26/2,Toss: Coding Mafia opt to field,4 wickets,Coding Mafia,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
10337573,Limited Overs,TENNIS,past,2024-03-15T14:39:40.000Z,3003,Pune,504523,Enfield Arena,942761,EPAM Box Cricket,,1803900,Final,6465129,Bug Builders,63/5,6465511,Coding Mafia,67/2,Toss: Coding Mafia opt to field,4 wickets,Coding Mafia,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
10441852,Limited Overs,TENNIS,past,2024-03-23T04:35:10.000Z,3003,Pune,5062,Vision Cricket Academy Ground,958770,Komti Premier League 2024,,1834578,League Matches,603833,Sinhagad Mavala,73/5,2681274,Khadki Royals,76/8,Toss: Khadki Royals opt to field,2 wickets,Khadki Royals,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
10441863,Limited Overs,TENNIS,past,2024-03-23T09:08:54.000Z,3003,Pune,5062,Vision Cricket Academy Ground,958770,Komti Premier League 2024,,1834578,League Matches,2681274,Khadki Royals,58/8,3489488,Rucha Titans,59/2,Toss: Khadki Royals opt to bat,8 wickets,Rucha Titans,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
10455682,Limited Overs,TENNIS,past,2024-03-24T05:28:00.000Z,3003,Pune,5062,Vision Cricket Academy Ground,958770,Komti Premier League 2024,,1834578,League Matches,2681274,Khadki Royals,78/5,2341773,MASTER BLASTER 2024,81/4,Toss: Khadki Royals opt to bat,6 wickets,MASTER BLASTER 2024,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
10497073,Limited Overs,LEATHER,past,2024-06-02T09:44:05.000Z,3003,Pune,282913,Cricathon Cricket Ground,846644,Cricathon Premier League T20 Season 2,,1598734,League Matches,4951857,Sahyadri Warriors,168/8,3515433,Melange Cricket Club,112/10,Toss: Melange Cricket Club opt to field,56 runs,Sahyadri Warriors,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
10742550,Limited Overs,TENNIS,past,2024-04-14T02:55:59.000Z,2811,Dombivli,597956,Khoni Ground,975935,LSG CRICKET OPEN TOURNAMENT 2024,,1869375,League Matches,6702356,LSG A,45/6,6702366,CROWN A,48/1,Toss: CROWN A opt to field,9 wickets,CROWN A,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
10742563,Limited Overs,TENNIS,past,2024-04-14T06:41:52.000Z,2811,Dombivli,597956,Khoni Ground,975935,LSG CRICKET OPEN TOURNAMENT 2024,,1869375,League Matches,6702356,LSG A,70/4,6629998,United Cricket Lovers,44/8,Toss: LSG A opt to bat,26 runs,LSG A,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11051085,Limited Overs,TENNIS,past,2024-05-04T14:34:00.000Z,3003,Pune,549968,S k Sports Club,1005741,SK Sports,,1927383,Super League,6897025,Team Sanket,60/4,6896983,Team Sagar,53/3,Toss: Team Sanket opt to bat,7 runs,Team Sanket,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11051850,Limited Overs,TENNIS,past,2024-05-04T15:10:08.000Z,3003,Pune,549968,S k Sports Club,1005741,SK Sports,,1927383,Super League,6897025,Team Sanket,151/0,6896983,Team Sagar,115/6,Toss: Team Sanket opt to bat,36 runs,Team Sanket,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11052576,Limited Overs,TENNIS,past,2024-05-04T15:42:52.000Z,3003,Pune,549968,S k Sports Club,1005741,SK Sports,,1927383,Super League,6897025,Team Sanket,78/7,6896983,Team Sagar,83/2,Toss: Team Sanket opt to bat,5 wickets,Team Sagar,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11144318,Box Cricket,TENNIS,past,2024-05-10T14:39:26.000Z,3003,Pune,543598,SK Sports Club,1012507,Friday night cricket ,,1941193,League Matches,6896983,Team Sagar,74/2,6948727,Team Sanket,68/4,Toss: Team Sagar opt to bat,6 runs,Team Sagar,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11144760,Box Cricket,TENNIS,past,2024-05-10T15:10:19.000Z,3003,Pune,543598,SK Sports Club,1012507,Friday night cricket ,,1941193,League Matches,6896983,Team Sagar,60/1,6948727,Team Sanket,Yet to bat,Toss: Team Sagar opt to bat,8 wickets,Team Sagar,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11177624,Limited Overs,TENNIS,past,2024-05-18T03:36:22.000Z,3003,Pune,252239,AFK Cricket Ground Khadki,1013840,Komti Champions League 2024 Season - 4 ,,1943925,League Matches,4181325,Sambhajinagar Yoddhas,34/7,2681274,Khadki Royals,35/3,Toss: Khadki Royals opt to field,7 wickets,Khadki Royals,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11177722,Limited Overs,TENNIS,past,2024-05-18T07:06:44.000Z,3003,Pune,252239,AFK Cricket Ground Khadki,1013840,Komti Champions League 2024 Season - 4 ,,1943925,League Matches,6229382,AV Smashers,73/2,2681274,Khadki Royals,72/7,Toss: Khadki Royals opt to field,1 run,AV Smashers,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11177812,Limited Overs,TENNIS,past,2024-05-19T04:20:26.000Z,3003,Pune,252239,AFK Cricket Ground Khadki,1013840,Komti Champions League 2024 Season - 4 ,,1943925,League Matches,2341773,MASTER BLASTER,28/9,2681274,Khadki Royals,29/1,Toss: Khadki Royals opt to field,9 wickets,Khadki Royals,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11179093,Limited Overs,TENNIS,past,2024-05-19T08:04:17.000Z,3003,Pune,252239,AFK Cricket Ground Khadki,1013840,Komti Champions League 2024 Season - 4 ,,1943925,League Matches,3489488,Rucha Titans,39/6,2681274,Khadki Royals,43/3,Toss: Khadki Royals opt to field,7 wickets,Khadki Royals,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11293593,Limited Overs,TENNIS,past,2024-05-19T11:08:07.000Z,3003,Pune,252239,AFK Cricket Ground Khadki,1013840,Komti Champions League 2024 Season - 4 ,,1962436,Final,6229382,AV Smashers,53/5,2681274,Khadki Royals,5/1,Toss: Khadki Royals opt to field,Match Abandoned(joint winner),Khadki Royals,Abandoned,0,0,2026-08-31T09:04:12.585351+00:00
11350269,Box Cricket,TENNIS,past,2024-05-24T01:58:33.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878824,RCC MW Titans,40/6,6652011,RCC MW Sunrisers,45/2,Toss: RCC MW Titans opt to bat,5 wickets,RCC MW Sunrisers,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11350724,Box Cricket,TENNIS,past,2024-05-24T02:33:57.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,6652005,RCC MW Dreamers,63/4,6652011,RCC MW Sunrisers,22/8,Toss: RCC MW Dreamers opt to bat,41 runs,RCC MW Dreamers,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11408353,Limited Overs,TENNIS,past,2024-05-27T01:09:17.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,154/5,5878824,RCC MW Titans,147/8,Toss: RCC MW Falcons opt to bat,7 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11411019,Limited Overs,TENNIS,past,2024-05-27T02:32:19.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,121/4,5878824,RCC MW Titans,102/8,Toss: RCC MW Falcons opt to bat,19 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11419035,Limited Overs,TENNIS,past,2024-05-28T01:16:17.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,122/5,5878824,RCC MW Titans,68/8,Toss: RCC MW Falcons opt to bat,54 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11423419,Limited Overs,TENNIS,past,2024-05-28T02:04:47.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,105/7,5878824,RCC MW Titans,86/7,Toss: RCC MW Falcons opt to bat,19 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11424002,Limited Overs,TENNIS,past,2024-05-28T02:58:27.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,59/5,5878824,RCC MW Titans,29/11,Toss: RCC MW Falcons opt to bat,30 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11456231,Limited Overs,TENNIS,past,2024-06-01T04:36:46.000Z,3003,Pune,346898,Balasaheb Kunjir Kridangan,1034211,Professional Cricket League,,1988440,League Matches,4447038,LP Titans,79/5,5957178,MNC Cricket Club,57/6,Toss: MNC Cricket Club opt to field,22 runs,LP Titans,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11483141,Limited Overs,TENNIS,past,2024-06-01T06:39:47.000Z,3003,Pune,346898,Balasaheb Kunjir Kridangan,1034211,Professional Cricket League,,1989915,Semi Final,4447038,LP Titans,68/7,4576866,Dark Thunders,54/7,Toss: Dark Thunders opt to field,14 runs,LP Titans,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11484767,Limited Overs,TENNIS,past,2024-06-01T09:06:35.000Z,3003,Pune,346898,Balasaheb Kunjir Kridangan,1034211,Professional Cricket League,,1992791,Final,4447038,LP Titans,46/5,5161030,SD Sports,52/0,Toss: LP Titans opt to bat,8 wickets,SD Sports,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11530969,Limited Overs,TENNIS,past,2024-06-04T01:11:38.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,90/10,5878824,RCC MW Titans,91/1,Toss: RCC MW Falcons opt to bat,8 wickets,RCC MW Titans,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11534011,Limited Overs,TENNIS,past,2024-06-04T02:12:11.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878824,RCC MW Titans,59/10,5878867,RCC MW Falcons,60/2,Toss: RCC MW Titans opt to bat,7 wickets,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11542691,Limited Overs,TENNIS,past,2024-06-05T01:13:49.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,107/7,5878824,RCC MW Titans,105/9,Toss: RCC MW Falcons opt to bat,2 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11545675,Limited Overs,TENNIS,past,2024-06-05T02:38:46.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,116/9,5878824,RCC MW Titans,117/6,Toss: RCC MW Falcons opt to bat,4 wickets,RCC MW Titans,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11568104,Box Cricket,TENNIS,past,2024-06-08T03:34:08.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",1044877,Growfinn Royals Premier League Season 7,PREMIUM,2005297,League Matches,7206921,Rains of Castamere,78/6,7207015,Royal Legends,79/3,Toss: Royal Legends opt to field,4 wickets,Royal Legends,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11568124,Box Cricket,TENNIS,past,2024-06-09T01:39:47.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",1044877,Growfinn Royals Premier League Season 7,PREMIUM,2005297,League Matches,7206921,Rains of Castamere,80/5,7207022,Royal Avengers,69/5,Toss: Rains of Castamere opt to bat,11 runs,Rains of Castamere,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11568146,Limited Overs,TENNIS,past,2024-06-08T01:49:46.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",1044877,Growfinn Royals Premier League Season 7,PREMIUM,2005297,League Matches,7206921,Rains of Castamere,73/6,7207018,Royal Elites,79/2,Toss: Rains of Castamere opt to bat,5 wickets,Royal Elites,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11568154,Box Cricket,TENNIS,past,2024-06-09T01:00:48.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",1044877,Growfinn Royals Premier League Season 7,PREMIUM,2005297,League Matches,7206921,Rains of Castamere,13/7,7207016,Royal United,14/2,Toss: Royal United opt to field,5 wickets,Royal United,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11661480,Limited Overs,TENNIS,past,2024-06-16T11:15:34.000Z,3003,Pune,313027,Spark Cricket Ground A1,,,,,,7002092,Strikers 11,151/6,5853549,VIKINGS,106/10,Toss: Strikers 11 opt to bat,45 runs,Strikers 11,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11712337,Limited Overs,TENNIS,past,2024-06-17T01:12:16.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,124/10,5878824,RCC MW Titans,69/10,Toss: RCC MW Falcons opt to bat,55 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11715916,Limited Overs,TENNIS,past,2024-06-17T02:23:30.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,99/10,5878824,RCC MW Titans,62/10,Toss: RCC MW Falcons opt to bat,37 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11742633,Limited Overs,TENNIS,past,2024-06-20T01:07:46.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878824,RCC MW Titans,103/8,5878867,RCC MW Falcons,107/6,Toss: RCC MW Titans opt to bat,4 wickets,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11746074,Limited Overs,TENNIS,past,2024-06-20T02:18:52.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,110/9,5878824,RCC MW Titans,87/10,Toss: RCC MW Falcons opt to bat,23 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11898690,Limited Overs,TENNIS,past,2024-07-04T01:38:35.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878824,RCC MW Titans,158/11,5878867,RCC MW Falcons,89/10,Toss: RCC MW Titans opt to bat,69 runs,RCC MW Titans,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11923230,Box Cricket,TENNIS,past,2024-07-05T14:43:44.000Z,3003,Pune,543598,SK Sports Club,1071315,Friday Monsoon Cricket ,,2056671,League Matches,7389021,Team Sagar,56/6,7389030,Team Sanket,53/5,Toss: Team Sagar opt to bat,3 runs,Team Sagar,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11923651,Box Cricket,TENNIS,past,2024-07-05T15:19:15.000Z,3003,Pune,543598,SK Sports Club,1071315,Friday Monsoon Cricket ,,2056671,League Matches,7389021,Team Sagar,69/5,7389030,Team Sanket,74/4,Toss: Team Sagar opt to bat,6 wickets,Team Sanket,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11923902,Box Cricket,TENNIS,past,2024-07-05T15:44:35.000Z,3003,Pune,543598,SK Sports Club,1071315,Friday Monsoon Cricket ,,2056671,League Matches,7389030,Team Sanket,74/7,7389021,Team Sagar,79/3,Toss: Team Sanket opt to bat,4 wickets,Team Sagar,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11924199,Box Cricket,TENNIS,past,2024-07-05T16:11:22.000Z,3003,Pune,543598,SK Sports Club,1071315,Friday Monsoon Cricket ,,2056671,League Matches,7389021,Team Sagar,57/3,7389030,Team Sanket,48/2,Toss: Team Sagar opt to bat,9 runs,Team Sagar,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11930497,Limited Overs,TENNIS,past,2024-07-06T10:45:59.000Z,3003,Pune,313027,Spark Cricket Ground A1,,,,,,6835632,Dominator XI,166/6,7002092,Strikers 11,94/9,Toss: Dominator XI opt to bat,72 runs,Dominator XI,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11957274,Limited Overs,TENNIS,past,2024-07-09T01:41:55.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,99/5,5878824,RCC MW Titans,86/10,Toss: RCC MW Falcons opt to bat,13 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
11966993,Limited Overs,TENNIS,past,2024-07-09T02:46:06.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,122/4,5878824,RCC MW Titans,118/7,Toss: RCC MW Falcons opt to bat,4 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12018003,Box Cricket,TENNIS,past,2024-07-14T04:29:06.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1077732,Sunday Cricket 14 July,,2069557,League Matches,4667770,Ball Burners,77/7,4667754,Ball Tamperers,78/7,Toss: Ball Burners opt to bat,0 wicket,Ball Tamperers,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12018952,Box Cricket,TENNIS,past,2024-07-14T05:05:10.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1077732,Sunday Cricket 14 July,,2069557,League Matches,4667754,Ball Tamperers,87/7,4667770,Ball Burners,90/3,Toss: Ball Tamperers opt to bat,5 wickets,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12019898,Box Cricket,TENNIS,past,2024-07-14T05:41:03.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1077732,Sunday Cricket 14 July,,2069557,League Matches,4667770,Ball Burners,121/6,4667754,Ball Tamperers,103/9,Toss: Ball Burners opt to bat,18 runs,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12021004,Box Cricket,TENNIS,past,2024-07-14T06:28:15.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1077732,Sunday Cricket 14 July,,2069557,League Matches,4667770,Ball Burners,110/7,4667754,Ball Tamperers,50/9,Toss: Ball Tamperers opt to field,60 runs,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12021676,Box Cricket,TENNIS,past,2024-07-14T07:02:57.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1077732,Sunday Cricket 14 July,,2069557,League Matches,4667770,Ball Burners,91/7,4667754,Ball Tamperers,88/6,Toss: Ball Burners opt to bat,3 runs,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12072579,Box Cricket,TENNIS,past,2024-07-19T14:10:33.000Z,3003,Pune,543598,SK Sports Club,1081869,Friday Monsoon Cricket  ,,2076760,League Matches,7456878,Team Orange,109/1,7456881,Team Blue,77/3,Toss: Team Orange opt to bat,32 runs,Team Orange,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12072843,Box Cricket,TENNIS,past,2024-07-19T14:39:44.000Z,3003,Pune,543598,SK Sports Club,1081869,Friday Monsoon Cricket  ,,2076760,League Matches,7456878,Team Orange,108/2,7456881,Team Blue,44/3,Toss: Team Orange opt to bat,64 runs,Team Orange,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12073175,Box Cricket,TENNIS,past,2024-07-19T15:10:47.000Z,3003,Pune,543598,SK Sports Club,1081869,Friday Monsoon Cricket  ,,2076760,League Matches,7456878,Team Orange,32/7,7456881,Team Blue,33/1,Toss: Team Orange opt to bat,9 wickets,Team Blue,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12073363,Box Cricket,TENNIS,past,2024-07-19T15:29:54.000Z,3003,Pune,543598,SK Sports Club,1081869,Friday Monsoon Cricket  ,,2076760,League Matches,7456881,Team Blue,74/4,7456878,Team Orange,60/4,Toss: Team Blue opt to bat,14 runs,Team Blue,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12073570,Box Cricket,TENNIS,past,2024-07-19T15:54:03.000Z,3003,Pune,543598,SK Sports Club,1081869,Friday Monsoon Cricket  ,,2076760,League Matches,7456881,Team Blue,69/4,7456878,Team Orange,66/4,Toss: Team Blue opt to bat,3 runs,Team Blue,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12097457,Box Cricket,TENNIS,past,2024-07-21T05:05:45.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1083576,Sunday cricket 21 July,,2079953,League Matches,4667770,Ball Burners,117/7,4667754,Ball Tamperers,85/9,Toss: Ball Tamperers opt to field,32 runs,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12098559,Box Cricket,TENNIS,past,2024-07-21T05:48:59.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1083576,Sunday cricket 21 July,,2079953,League Matches,4667770,Ball Burners,93/7,4667754,Ball Tamperers,56/10,Toss: Ball Tamperers opt to field,37 runs,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12099508,Box Cricket,TENNIS,past,2024-07-21T06:33:16.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1083576,Sunday cricket 21 July,,2079953,League Matches,4667754,Ball Tamperers,108/8,4667770,Ball Burners,57/9,Toss: Ball Burners opt to field,51 runs,Ball Tamperers,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12100379,Box Cricket,TENNIS,past,2024-07-21T07:17:20.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1083576,Sunday cricket 21 July,,2079953,League Matches,4667754,Ball Tamperers,94/7,4667770,Ball Burners,96/2,Toss: Ball Tamperers opt to bat,8 wickets,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12175304,Limited Overs,TENNIS,past,2024-07-28T08:13:14.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878824,RCC MW Titans,128/12,5878867,RCC MW Falcons,132/8,Toss: RCC MW Titans opt to bat,2 wickets,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12179114,Limited Overs,TENNIS,past,2024-07-28T09:39:16.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,108/7,5878824,RCC MW Titans,114/8,Toss: RCC MW Titans opt to field,3 wickets,RCC MW Titans,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12194211,Limited Overs,TENNIS,past,2024-07-30T01:44:35.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,88/10,5878824,RCC MW Titans,94/7,Toss: RCC MW Falcons opt to bat,3 wickets,RCC MW Titans,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12194609,Limited Overs,TENNIS,past,2024-07-30T02:57:25.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878824,RCC MW Titans,113/8,5878867,RCC MW Falcons,77/6,Toss: RCC MW Titans opt to bat,36 runs,RCC MW Titans,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12244814,Box Cricket,TENNIS,past,2024-08-04T04:36:56.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1094016,Sunday Cricket 4 August ,,2099651,League Matches,4667770,Ball Burners,93/3,4667754,Ball Tamperers,53/4,Toss: Ball Tamperers opt to field,40 runs,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12245327,Box Cricket,TENNIS,past,2024-08-04T04:56:19.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1094016,Sunday Cricket 4 August ,,2099651,League Matches,4667754,Ball Tamperers,50/5,4667770,Ball Burners,51/6,Toss: Ball Tamperers opt to bat,1 wicket,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12246304,Box Cricket,TENNIS,past,2024-08-04T05:32:56.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1094016,Sunday Cricket 4 August ,,2099651,League Matches,4667770,Ball Burners,66/6,4667754,Ball Tamperers,69/5,Toss: Ball Tamperers opt to field,3 wickets,Ball Tamperers,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12247160,Box Cricket,TENNIS,past,2024-08-04T06:02:14.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1094016,Sunday Cricket 4 August ,,2099651,League Matches,4667770,Ball Burners,108/6,4667754,Ball Tamperers,102/4,Toss: Ball Burners opt to bat,6 runs,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12247986,Box Cricket,TENNIS,past,2024-08-04T06:38:09.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1094016,Sunday Cricket 4 August ,,2099651,League Matches,4667770,Ball Burners,49/10,4667754,Ball Tamperers,50/4,Toss: Ball Tamperers opt to field,4 wickets,Ball Tamperers,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12248628,Limited Overs,TENNIS,past,2024-08-04T07:11:59.000Z,3003,Pune,678493,Powered Athletes High Performance Centre,1094016,Sunday Cricket 4 August ,,2099651,League Matches,4667770,Ball Burners,77/6,4667754,Ball Tamperers,59/8,Toss: Ball Burners opt to bat,18 runs,Ball Burners,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12256040,Limited Overs,TENNIS,past,2024-08-05T01:40:49.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878824,RCC MW Titans,90/6,5878867,RCC MW Falcons,91/5,Toss: RCC MW Titans opt to bat,5 wickets,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12259908,Limited Overs,TENNIS,past,2024-08-05T02:49:47.000Z,3003,Pune,639627,"MatchDay Arena, Wakad",959630,Morning Group By RCC,,1835465,League Matches,5878867,RCC MW Falcons,129/9,5878824,RCC MW Titans,124/7,Toss: RCC MW Falcons opt to bat,5 runs,RCC MW Falcons,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
12318978,Box Cricket,TENNIS,past,2024-08-11T06:46:58.000Z,3003,Pune,600182,kaveri nagar football turf,1075086,Mansoon Box Open League,,2110273,Round One,7570440,Aarcon Challengers,69/4,7570449,SK Challengers,71/1,Toss: Aarcon Challengers opt to bat,5 wickets,SK Challengers,Resulted,0,0,2026-08-31T09:04:12.585351+00:00
